,race_id,class,race_name,stakes,going,track_type,time_1,time_2,time_3,split_1,split_2,split_3
0,RACE 3 (210),Class 4 - 1200M - (60-40),CARNARVON HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C+3"" Course",(23.68),(46.86),(1:09.72),23.68,23.18,22.86
0,RACE 4 (211),Class 5 - 1200M - (40-0),HANKOW HANDICAP,"HK$ 725,000",GOOD,ALL WEATHER TRACK,(23.26),(45.05),(1:08.92),23.26,21.79,23.87
0,RACE 5 (212),Class 4 - 1800M - (60-40),THE CHINESE GENERAL CHAMBER OF COMMERCE CUP (HANDICAP),"HK$ 967,000",GOOD,ALL WEATHER TRACK,(13.67),(36.23),(1:00.02),13.67,22.56,23.79
0,RACE 6 (213),Class 4 - 1200M - (60-40),MIDDLE HANDICAP,"HK$ 967,000",GOOD,ALL WEATHER TRACK,(23.20),(45.40),(1:09.00),23.20,22.20,23.60
0,RACE 7 (214),Class 3 - 1000M - (80-60),THE PENINSULA GOLDEN JUBILEE CHALLENGE CUP (HANDICAP),"HK$ 1,450,000",GOOD,"TURF - ""C+3"" Course",(13.11),(33.50),(56.21),13.11,20.39,22.71
0,RACE 8 (215),Class 2 - 1200M - (100-80),MODY HANDICAP,"HK$ 2,100,000",GOOD,ALL WEATHER TRACK,(22.87),(44.29),(1:07.89),22.87,21.42,23.60
0,RACE 9 (216),Class 3 - 1650M - (80-60),NATHAN HANDICAP,"HK$ 1,450,000",GOOD,ALL WEATHER TRACK,(27.53),(50.81),(1:14.83),27.53,23.28,24.02
0,RACE 10 (217),Class 3 - 1400M - (80-60),SALISBURY HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C+3"" Course",(13.67),(35.68),(58.74),13.67,22.01,23.06
0,RACE 1 (199),Class 5 - 1000M - (40-0),HAWICK HANDICAP,"HK$ 725,000",GOOD,"TURF - ""A"" Course",(12.73),(34.23),(57.06),12.73,21.50,22.83
0,RACE 2 (200),Class 4 - 1200M - (60-40),JEDBURGH HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(23.77),(46.36),(1:09.77),23.77,22.59,23.41
0,RACE 3 (201),Class 5 - 1800M - (40-0),KELSO HANDICAP,"HK$ 725,000",GOOD,"TURF - ""A"" Course",(13.62),(36.58),(1:01.95),13.62,22.96,25.37
0,RACE 4 (202),Class 4 - 2200M - (60-40),FERNIEHIRST HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(14.34),(37.68),(1:02.56),14.34,23.34,24.88
0,RACE 5 (203),Class 4 - 1200M - (60-40),JEDBURGH HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(24.40),(47.02),(1:10.61),24.40,22.62,23.59
0,RACE 6 (204),Class 3 - 1000M - (80-60),THE ST ANDREW'S CHALLENGE QUAICH (HANDICAP),"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(12.64),(34.17),(57.04),12.64,21.53,22.87
0,RACE 7 (205),Class 4 - 1200M - (60-40),JEDBURGH HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(23.32),(46.25),(1:09.93),23.32,22.93,23.68
0,RACE 8 (206),Class 3 - 1800M - (80-60),GLASGOW HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(13.51),(35.93),(1:00.78),13.51,22.42,24.85
0,RACE 9 (207),Class 3 - 1200M - (80-60),ELGIN HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(23.48),(46.57),(1:09.91),23.48,23.09,23.34
0,RACE 1 (189),Class 4 - 1200M - (60-40),CHEVALIER ALUMINIUM ENGINEERING HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(23.81),(46.21),(1:09.10),23.81,22.40,22.89
0,RACE 2 (190),Class 5 - 1400M - (40-0),CHEVALIER CAR DEALERSHIP HANDICAP,"HK$ 725,000",GOOD TO FIRM,"TURF - ""C"" Course",(13.67),(35.60),(58.38),13.67,21.93,22.78
0,RACE 3 (191),Class 4 - 1000M - (60-40),CHEVALIER CONSTRUCTION HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C"" Course",(12.96),(33.66),(56.01),12.96,20.70,22.35
0,RACE 4 (192),Class 4 - 1600M - (60-40),CHEVALIER E & M ENGINEERING HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C"" Course",(24.91),(47.51),(1:11.11),24.91,22.60,23.60
0,RACE 5 (193),Class 3 - 1200M - (80-60),CHEVALIER ENVIRONMENTAL ENGINEERING HANDICAP,"HK$ 1,450,000",GOOD,ALL WEATHER TRACK,(23.28),(45.35),(1:08.22),23.28,22.07,22.87
0,RACE 6 (194),Class 4 - 1400M - (60-40),CHEVALIER HEALTHCARE INVESTMENT HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C"" Course",(13.31),(34.84),(57.96),13.31,21.53,23.12
0,RACE 7 (195),Class 1 - 1600M - (110-85),THE CHEVALIER CUP (HANDICAP),"HK$ 2,800,000",GOOD TO FIRM,"TURF - ""C"" Course",(23.88),(45.74),(1:08.66),23.88,21.86,22.92
0,RACE 8 (196),Class 3 - 1200M - (80-60),CHEVALIER LIFTS & ESCALATORS HANDICAP,"HK$ 1,450,000",GOOD,ALL WEATHER TRACK,(23.35),(45.92),(1:09.00),23.35,22.57,23.08
0,RACE 9 (197),Class 3 - 1600M - (80-60),CHEVALIER PROPERTY DEVELOPMENT & OPERATIONS HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C"" Course",(24.76),(47.44),(1:10.83),24.76,22.68,23.39
0,RACE 10 (198),Class 2 - 1400M - (95-75),CHEVALIER PROPERTY INVESTMENT HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""C"" Course",(13.54),(35.72),(58.53),13.54,22.18,22.81
0,RACE 1 (180),Class 5 - 1650M - (40-0),ASTER HANDICAP,"HK$ 725,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(28.25),(52.65),(1:16.75),28.25,24.40,24.10
0,RACE 2 (181),Class 4 - 1200M - (60-40),DANDELION HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(24.04),(46.82),(1:09.79),24.04,22.78,22.97
0,RACE 3 (182),Class 4 - 1200M - (60-40),DANDELION HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.46),(46.16),(1:08.92),23.46,22.70,22.76
0,RACE 4 (183),Class 4 - 1650M - (60-40),HIBISCUS HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(27.96),(51.94),(1:16.06),27.96,23.98,24.12
0,RACE 5 (184),Class 4 - 1650M - (60-40),HIBISCUS HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(28.64),(53.04),(1:17.35),28.64,24.40,24.31
0,RACE 6 (185),Class 3 - 1200M - (80-60),THE AUSTRALIAN TURF CLUB TROPHY (HANDICAP),"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.93),(46.49),(1:09.60),23.93,22.56,23.11
0,RACE 7 (186),Class 2 - 1000M - (100-80),HYDRANGEA HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(12.45),(33.67),(56.25),12.45,21.22,22.58
0,RACE 8 (187),Class 3 - 1650M - (80-60),ROSELLE HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(27.94),(51.36),(1:15.82),27.94,23.42,24.46
0,RACE 9 (188),Class 3 - 1200M - (80-60),WARATAH HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.42),(45.85),(1:09.25),23.42,22.43,23.40
0,RACE 1 (170),Class 4 - 1200M - (60-40),MORSE PARK HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(24.24),(47.13),(1:09.63),24.24,22.89,22.50
0,RACE 2 (171),Class 4 - 2000M - (60-40),SHA TIN PARK HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(26.57),(52.33),(1:16.34),26.57,25.76,24.01
0,RACE 3 (172),Class 3 - 1200M - (80-60),HONG KONG PARK HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B"" Course",(23.21),(45.50),(1:08.79),23.21,22.29,23.29
0,RACE 4 (173),Class 4 - 1400M - (60-40),KOWLOON TSAI PARK HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(13.76),(35.91),(59.31),13.76,22.15,23.40
0,RACE 5 (174),Class 3 - 1400M - (80-60),KOWLOON PARK HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B"" Course",(13.56),(35.12),(57.90),13.56,21.56,22.78
0,RACE 6 (175),Group Two - 1600M,THE JOCKEY CLUB MILE,"HK$ 4,250,000",GOOD TO FIRM,"TURF - ""B"" Course",(24.18),(47.28),(1:10.38),24.18,23.10,23.10
0,RACE 7 (176),Group Two - 2000M,THE JOCKEY CLUB CUP,"HK$ 4,250,000",GOOD TO FIRM,"TURF - ""B"" Course",(25.01),(49.13),(1:13.93),25.01,24.12,24.80
0,RACE 8 (177),Group Two - 1200M,THE JOCKEY CLUB SPRINT,"HK$ 4,250,000",GOOD TO FIRM,"TURF - ""B"" Course",(23.28),(45.29),(1:07.58),23.28,22.01,22.29
0,RACE 9 (178),Class 2 - 1200M - (100-80),PENFOLD PARK HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""B"" Course",(23.53),(45.89),(1:08.56),23.53,22.36,22.67
0,RACE 10 (179),Class 2 - 1800M - (100-80),VICTORIA PARK HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""B"" Course",(13.71),(35.27),(59.72),13.71,21.56,24.45
0,RACE 1 (151),Class 4 - 1200M - (60-40),HARBOUR HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(23.49),(45.78),(1:09.25),23.49,22.29,23.47
0,RACE 2 (152),Class 5 - 1650M - (40-0),FLEMING HANDICAP,"HK$ 725,000",GOOD,"TURF - ""B"" Course",(27.58),(50.89),(1:15.68),27.58,23.31,24.79
0,RACE 3 (153),Class 4 - 1200M - (60-40),HARBOUR HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(23.63),(46.38),(1:10.12),23.63,22.75,23.74
0,RACE 4 (154),Class 4 - 1650M - (60-40),THE LAWASIA CUP (HANDICAP),"HK$ 967,000",GOOD,"TURF - ""B"" Course",(28.05),(53.06),(1:16.82),28.05,25.01,23.76
0,RACE 5 (155),Class 4 - 1800M - (60-40),GLOUCESTER HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(13.71),(36.25),(59.88),13.71,22.54,23.63
0,RACE 6 (156),Class 4 - 1200M - (60-40),HARBOUR HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(23.82),(46.94),(1:10.14),23.82,23.12,23.20
0,RACE 7 (157),Class 3 - 1650M - (80-60),JAFFE HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B"" Course",(28.07),(52.50),(1:16.29),28.07,24.43,23.79
0,RACE 8 (158),Class 3 - 1000M - (80-60),LOCKHART HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B"" Course",(12.65),(34.15),(56.96),12.65,21.50,22.81
0,RACE 9 (159),Class 3 - 1200M - (80-60),O'BRIEN HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B"" Course",(23.67),(46.59),(1:09.82),23.67,22.92,23.23
0,RACE 1 (141),Class 5 - 1200M - (40-0),L'OREAL PARIS HANDICAP,"HK$ 725,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(24.21),(47.19),(1:09.80),24.21,22.98,22.61
0,RACE 2 (142),Class 4 - 1000M - (60-40),KATE TOKYO HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(13.03),(33.53),(56.32),13.03,20.50,22.79
0,RACE 3 (143),Class 4 - 1200M - (60-40),KOSE COSMEPORT HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.51),(46.01),(1:09.11),23.51,22.50,23.10
0,RACE 4 (144),Class 3 - 1200M - (80-60),CANMAKE TOKYO HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.77),(45.66),(1:08.65),23.77,21.89,22.99
0,RACE 5 (145),Class 4 - 1400M - (60-40),SUISSE PROGRAMME HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(13.31),(34.78),(57.78),13.31,21.47,23.00
0,RACE 6 (146),Class 2 - 1200M - (105-80),REVLON HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.34),(45.40),(1:07.89),23.34,22.06,22.49
0,RACE 7 (147),Group Three - 1800M,THE SA SA LADIES' PURSE (HANDICAP),"HK$ 3,250,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(13.68),(35.88),(59.59),13.68,22.20,23.71
0,RACE 8 (148),Class 3 - 1400M - (80-60),AHAVA HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(13.35),(35.02),(57.89),13.35,21.67,22.87
0,RACE 9 (149),Class 3 - 1600M - (80-60),LA ESTEPHE HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(24.26),(46.83),(1:10.25),24.26,22.57,23.42
0,RACE 10 (150),Class 2 - 1600M - (95-75),ELEANOR HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(24.43),(46.90),(1:10.46),24.43,22.47,23.56
0,RACE 1 (133),Class 5 - 2200M - (40-0),WA MEI SHAN HANDICAP,"HK$ 725,000",GOOD,"TURF - ""A"" Course",(14.21),(38.72),(1:05.29),14.21,24.51,26.57
0,RACE 2 (134),Class 4 - 1000M - (60-40),TIN HA SHAN HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(12.43),(33.85),(56.88),12.43,21.42,23.03
0,RACE 3 (135),Class 4 - 1650M - (60-40),TSIM MEI FUNG HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(28.64),(54.22),(1:18.20),28.64,25.58,23.98
0,RACE 4 (136),Class 4 - 1650M - (60-40),TSIM MEI FUNG HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(28.25),(53.55),(1:17.34),28.25,25.30,23.79
0,RACE 5 (137),Class 4 - 1200M - (60-40),TIU YUE YUNG HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(23.96),(46.81),(1:10.34),23.96,22.85,23.53
0,RACE 6 (138),Class 3 - 1200M - (80-60),HEBE HILL HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(24.09),(47.13),(1:10.39),24.09,23.04,23.26
0,RACE 7 (139),Class 3 - 1650M - (80-60),PYRAMID HILL HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(27.19),(50.98),(1:15.71),27.19,23.79,24.73
0,RACE 8 (140),Class 3 - 1800M - (85-60),SHEK UK SHAN HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(13.29),(36.25),(1:00.80),13.29,22.96,24.55
0,RACE 1 (115),Class 5 - 1650M - (40-0),GLORY STAR HANDICAP,"HK$ 725,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(27.96),(51.75),(1:16.34),27.96,23.79,24.59
0,RACE 2 (116),Class 5 - 1000M - (40-0),SIR JOHN HANDICAP,"HK$ 725,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(12.89),(34.65),(57.48),12.89,21.76,22.83
0,RACE 3 (117),Class 4 - 1650M - (60-40),FLYING ELITE HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(28.30),(53.07),(1:17.41),28.30,24.77,24.34
0,RACE 4 (118),Class 2 - 1650M - (100-80),GREEN LUCK HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(29.73),(53.60),(1:17.27),29.73,23.87,23.67
0,RACE 5 (119),Class 4 - 1200M - (60-40),WINDICATOR HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.34),(46.35),(1:10.03),23.34,23.01,23.68
0,RACE 6 (120),Class 4 - 1200M - (60-40),THE LONGINES CUP (HANDICAP),"HK$ 967,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.81),(46.60),(1:09.67),23.81,22.79,23.07
0,RACE 7 (121),Class 3 - 1650M - (80-60),DORDENMA HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(27.74),(51.28),(1:16.10),27.74,23.54,24.82
0,RACE 8 (122),Class 3 - 1200M - (80-60),SPEED VISION HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(24.21),(46.83),(1:09.72),24.21,22.62,22.89
0,RACE 9 (123),Class 2 - 1200M - (100-80),IVICTORY HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(22.95),(45.70),(1:09.25),22.95,22.75,23.55
0,RACE 1 (105),Class 5 - 1400M - (40-0),PIAGET EXCELLENT HANDICAP,"HK$ 725,000",GOOD,"TURF - ""A"" Course",(13.51),(35.21),(58.89),13.51,21.70,23.68
0,RACE 2 (106),Class 4 - 1200M - (60-40),CORUM EXCELLENT HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""A"" Course",(23.84),(46.01),(1:08.46),23.84,22.17,22.45
0,RACE 3 (107),Group Two - 1200M,THE PREMIER BOWL (HANDICAP),"HK$ 4,250,000",GOOD TO FIRM,"TURF - ""A"" Course",(24.63),(47.09),(1:08.83),24.63,22.46,21.74
0,RACE 4 (108),Class 3 - 1000M - (80-60),FRANCK MULLER EXCELLENT HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""A"" Course",(12.95),(33.37),(55.47),12.95,20.42,22.10
0,RACE 5 (109),Class 4 - 1600M - (60-40),PARMIGIANI FLEURIER EXCELLENT HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""A"" Course",(24.23),(47.04),(1:11.24),24.23,22.81,24.20
0,RACE 6 (110),Class 4 - 1400M - (60-40),H. MOSER & CIE. EXCELLENT HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""A"" Course",(13.26),(34.74),(58.75),13.26,21.48,24.01
0,RACE 7 (111),Class 3 - 1200M - (80-60),GRAND SEIKO EXCELLENT HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""A"" Course",(24.18),(46.57),(1:08.81),24.18,22.39,22.24
0,RACE 8 (112),Group Two - 1600M,THE ORIENTAL WATCH SHA TIN TROPHY (HANDICAP),"HK$ 4,250,000",GOOD TO FIRM,"TURF - ""A"" Course",(24.54),(47.99),(1:10.86),24.54,23.45,22.87
0,RACE 9 (113),Class 2 - 1400M - (105-80),IWC EXCELLENT HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""A"" Course",(13.54),(35.37),(58.12),13.54,21.83,22.75
0,RACE 10 (114),Class 3 - 1400M - (80-60),GIRARD-PERREGAUX EXCELLENT HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""A"" Course",(13.21),(34.79),(57.97),13.21,21.58,23.18
0,RACE 1 (97),Class 5 - 1800M - (40-0),KAM SHAN HANDICAP,"HK$ 725,000",GOOD,"TURF - ""C"" Course",(13.57),(36.66),(1:01.43),13.57,23.09,24.77
0,RACE 2 (98),Class 4 - 1000M - (60-40),PLOVER COVE HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(12.64),(34.09),(57.18),12.64,21.45,23.09
0,RACE 3 (99),Class 4 - 1650M - (60-40),SHEK LEI PUI HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(28.13),(52.58),(1:17.01),28.13,24.45,24.43
0,RACE 4 (100),Class 4 - 1800M - (60-40),SHEK PIK HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(13.81),(36.40),(1:00.00),13.81,22.59,23.60
0,RACE 5 (101),Class 3 - 1800M - (80-60),THE AMERICAN CLUB CHALLENGE CUP (HANDICAP),"HK$ 1,450,000",GOOD,"TURF - ""C"" Course",(13.79),(37.32),(1:02.03),13.79,23.53,24.71
0,RACE 6 (102),Class 4 - 1200M - (60-40),TAI LAM CHUNG HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(23.76),(46.55),(1:10.10),23.76,22.79,23.55
0,RACE 7 (103),Class 3 - 1200M - (80-60),TAI TAM HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C"" Course",(23.82),(46.77),(1:09.56),23.82,22.95,22.79
0,RACE 8 (104),Class 3 - 1650M - (80-60),HIGH ISLAND HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C"" Course",(28.53),(51.79),(1:16.70),28.53,23.26,24.91
0,RACE 1 (87),Class 5 - 1600M - (40-0),CHUNG ON HANDICAP,"HK$ 725,000",GOOD TO FIRM,"TURF - ""C"" Course",(24.60),(47.50),(1:11.24),24.60,22.90,23.74
0,RACE 2 (88),Class 4 - 1000M - (60-40),HOI PA HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C"" Course",(13.42),(34.09),(56.05),13.42,20.67,21.96
0,RACE 3 (89),Class 3 - 1200M - (80-60),SHA TSUI HANDICAP,"HK$ 1,450,000",GOOD,ALL WEATHER TRACK,(23.40),(45.24),(1:08.49),23.40,21.84,23.25
0,RACE 4 (90),Class 4 - 1400M - (60-40),TAK WAH HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C"" Course",(13.93),(35.91),(59.61),13.93,21.98,23.70
0,RACE 5 (91),Class 4 - 1400M - (60-40),THE YAN CHAI TROPHY (HANDICAP),"HK$ 967,000",GOOD TO FIRM,"TURF - ""C"" Course",(13.57),(34.90),(58.03),13.57,21.33,23.13
0,RACE 6 (92),Class 4 - 1200M - (60-40),TAI HO HANDICAP,"HK$ 967,000",GOOD,ALL WEATHER TRACK,(23.46),(45.96),(1:09.09),23.46,22.50,23.13
0,RACE 7 (93),Class 2 - 1800M - (105-80),TSUEN FU HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""C"" Course",(14.10),(35.66),(59.59),14.10,21.56,23.93
0,RACE 8 (94),Class 3 - 1600M - (80-60),TSUEN LOK HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C"" Course",(25.24),(48.48),(1:11.40),25.24,23.24,22.92
0,RACE 9 (95),Class 2 - 1000M - (100-80),WO TIK HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""C"" Course",(13.00),(33.02),(54.69),13.00,20.02,21.67
0,RACE 10 (96),Class 3 - 1400M - (80-60),YEUNG UK HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C"" Course",(13.53),(35.96),(59.38),13.53,22.43,23.42
0,RACE 1 (78),Class 5 - 1200M - (40-0),NIIGATA HANDICAP,"HK$ 725,000",GOOD,"TURF - ""B"" Course",(24.04),(46.80),(1:10.51),24.04,22.76,23.71
0,RACE 2 (79),Class 4 - 1650M - (60-40),HANSHIN HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(27.55),(51.40),(1:15.75),27.55,23.85,24.35
0,RACE 3 (80),Class 4 - 1200M - (60-40),NAKAYAMA HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(24.04),(46.74),(1:09.98),24.04,22.70,23.24
0,RACE 4 (81),Class 4 - 1200M - (60-40),NAKAYAMA HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(24.04),(46.72),(1:09.97),24.04,22.68,23.25
0,RACE 5 (82),Class 4 - 1650M - (60-40),HANSHIN HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(28.08),(52.10),(1:16.55),28.08,24.02,24.45
0,RACE 6 (83),Class 4 - 1200M - (60-40),NAKAYAMA HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(23.87),(47.43),(1:10.81),23.87,23.56,23.38
0,RACE 7 (84),Class 2 - 1650M - (100-80),THE JAPAN RACING ASSOCIATION TROPHY (HANDICAP),"HK$ 2,100,000",GOOD,"TURF - ""B"" Course",(27.69),(52.23),(1:15.63),27.69,24.54,23.40
0,RACE 8 (85),Class 3 - 1200M - (80-60),TOKYO HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B"" Course",(23.46),(46.64),(1:10.12),23.46,23.18,23.48
0,RACE 9 (86),Class 3 - 1000M - (80-60),KYOTO HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B"" Course",(12.73),(34.15),(57.10),12.73,21.42,22.95
0,RACE 1 (58),Class 4 - 1200M - (60-40),CHENGDU HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""A+3"" Course",(24.12),(46.49),(1:09.12),24.12,22.37,22.63
0,RACE 2 (59),Class 4 - 1200M - (60-40),CHENGDU HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""A+3"" Course",(23.51),(46.24),(1:08.85),23.51,22.73,22.61
0,RACE 3 (60),Group Three - 1000M,THE NATIONAL DAY CUP (HANDICAP),"HK$ 3,250,000",GOOD TO FIRM,"TURF - ""A+3"" Course",(13.28),(33.83),(55.16),13.28,20.55,21.33
0,RACE 4 (61),Class 4 - 1600M - (60-40),JINAN HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""A+3"" Course",(24.73),(47.60),(1:10.88),24.73,22.87,23.28
0,RACE 5 (62),Class 4 - 1400M - (60-40),NANNING HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""A+3"" Course",(13.73),(36.02),(58.92),13.73,22.29,22.90
0,RACE 6 (63),Class 3 - 1800M - (80-60),CHONGQING HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""A+3"" Course",(13.88),(36.02),(59.78),13.88,22.14,23.76
0,RACE 7 (64),Group Three - 1400M,THE CELEBRATION CUP (HANDICAP),"HK$ 3,250,000",GOOD TO FIRM,"TURF - ""A+3"" Course",(13.65),(35.77),(58.14),13.65,22.12,22.37
0,RACE 8 (65),Class 3 - 1200M - (80-60),SHANGHAI HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""A+3"" Course",(23.71),(46.07),(1:08.34),23.71,22.36,22.27
0,RACE 9 (66),Class 3 - 1400M - (80-60),TIANJIN HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""A+3"" Course",(13.48),(35.52),(58.38),13.48,22.04,22.86
0,RACE 10 (67),Class 2 - 1200M - (100-80),BEIJING HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""A+3"" Course",(23.62),(46.10),(1:08.39),23.62,22.48,22.29
0,RACE 1 (49),Class 2 - 1800M - (100-80),HEUNG YIP HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""A"" Course",(13.93),(36.58),(1:01.06),13.93,22.65,24.48
0,RACE 2 (50),Class 5 - 1200M - (40-0),ISLAND HANDICAP,"HK$ 725,000",GOOD TO FIRM,"TURF - ""A"" Course",(23.87),(46.38),(1:10.29),23.87,22.51,23.91
0,RACE 3 (51),Class 4 - 1200M - (60-40),WONG CHUK HANG HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""A"" Course",(23.67),(46.35),(1:09.71),23.67,22.68,23.36
0,RACE 4 (52),Class 4 - 1800M - (60-40),NAM FUNG HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""A"" Course",(13.51),(36.16),(1:02.09),13.51,22.65,25.93
